"STDR_DE","EMD_ID","CNT","CNT_00H","CNT_01H","CNT_02H","CNT_03H","CNT_04H","CNT_05H","CNT_06H","CNT_07H","CNT_08H","CNT_09H","CNT_10H","CNT_11H","CNT_12H","CNT_13H","CNT_14H","CNT_15H","CNT_16H","CNT_17H","CNT_18H","CNT_19H","CNT_20H","CNT_21H","CNT_22H","CNT_23H"
"20240515","1115069","3377","9","0","0","0","7","40","57","70","112","169","216","202","241","258","273","236","266","254","178","176","181","163","222","47"
"20240515","1110056","3513","11","0","0","1","18","94","132","173","243","316","312","291","326","292","218","195","193","157","174","139","105","52","59","12"
"20240515","1110064","9036","17","11","13","40","102","132","201","305","491","598","610","679","975","1060","723","531","528","498","457","338","283","256","137","51"
"20240515","1111053","8242","17","3","1","6","69","174","212","335","546","600","636","602","681","640","561","549","560","491","338","380","257","266","218","100"
"20240515","1115070","6925","4","1","0","3","7","178","235","308","523","673","717","587","591","529","400","378","367","402","280","225","178","153","137","49"
"20240515","1116054","19689","29","7","3","2","26","481","488","770","1099","1386","1490","1480","1493","1442","1252","1226","1354","1279","1017","874","803","818","611","259"
"20240515","1116058","3063","42","5","0","1","13","20","52","67","83","97","115","103","144","191","219","256","196","243","205","194","214","307","180","116"
"20240515","1116064","28350","97","18","13","8","46","387","568","701","1094","1334","1556","1673","2038","2002","2120","2598","2995","1973","1645","1340","1410","1334","957","443"
"20240515","1116071","29484","45","3","13","5","48","282","452","609","933","1521","1474","1884","1877","2125","1937","2328","2224","2441","2247","1799","1733","1689","1330","485"
"20240515","1117052","2194","8","0","1","2","8","25","69","123","146","188","220","190","199","179","149","135","116","108","91","67","77","44","31","18"
"20240515","1117056","15908","60","4","1","21","223","539","354","504","715","855","943","900","867","941","1075","1216","1093","1160","979","864","864","804","596","330"
"20240515","1117070","4651","21","5","3","1","115","173","129","155","216","268","283","270","303","299","267","283","298","348","284","217","225","233","162","93"
"20240515","1118058","5560","2","0","0","0","5","87","138","233","332","431","552","852","816","595","397","201","217","183","167","123","88","59","50","32"
"20240515","1119063","12072","55","5","6","3","35","506","425","536","799","1048","1080","940","875","911","729","689","670","641","581","389","432","315","263","139"
"20240515","1119072","27566","17","7","5","2","42","1645","954","1364","2216","2467","2136","1797","1871","1931","1715","1520","1641","1529","1263","1047","891","666","554","286"
"20240515","1119073","23137","23","2","2","0","70","334","322","408","677","932","1052","1258","1349","1406","1369","1822","1898","1865","1772","1639","1920","1545","1062","410"
"20240515","1120053","35691","83","20","11","8","32","615","955","1108","1771","2459","2556","2958","2760","2781","2336","2228","2346","2380","1897","1494","1369","1427","1267","830"
"20240515","1120072","44312","135","14","8","9","74","891","1033","1325","1936","2688","2819","2819","3033","3308","2892","2816","2617","2952","2766","2110","2423","2426","2286","932"
"20240515","1122057","13330","114","56","18","15","58","126","297","341","536","813","905","925","995","934","908","933","993","901","784","643","611","659","525","240"
"20240515","1122065","6156","46","10","5","0","24","96","149","175","277","396","413","445","506","518","444","416","413","379","334","311","239","278","198","84"
"20240515","1109061","6020","10","0","0","0","15","168","196","311","465","535","497","521","574","456","321","324","281","312","287","257","217","127","89","57"
"20240515","1109062","5067","9","0","3","1","31","138","184","291","388","483","442","401","530","443","281","268","271","225","213","176","113","77","63","36"
"20240515","1109064","7211","26","0","0","0","52","163","220","340","510","598","588","599","550","533","456","377","379","387","344","363","273","200","152","101"
"20240515","1109069","7978","5","1","0","0","51","226","277","430","596","780","728","772","658","619","457","410","402","322","338","311","217","177","142","59"
"20240515","1109071","24737","173","36","16","16","43","324","480","550","983","1297","1295","1459","1461","1618","1682","1644","1715","1679","1673","1745","1597","1354","1257","640"
"20240515","1109072","29421","41","23","12","26","140","727","914","1227","2057","2421","2427","2269","2232","2164","1959","1665","1649","1490","1380","1410","1408","858","649","273"
"20240515","1109073","5177","19","0","0","0","69","122","171","154","302","406","406","459","420","446","377","294","274","276","270","218","205","99","121","69"
"20240515","1109074","19079","3","5","1","7","122","227","340","591","985","1308","1409","1706","2207","2278","2061","1661","1016","902","697","583","365","333","204","68"
"20240515","1109075","7632","20","5","0","0","81","176","204","328","435","556","588","731","811","655","521","430","397","384","389","322","236","179","118","66"
"20240515","1110051","5902","9","3","0","0","10","53","192","274","380","466","462","517","593","523","420","371","317","343","284","243","178","132","82","50"
"20240515","1120070","8929","32","5","2","4","32","136","200","271","485","577","611","712","738","709","644","679","605","552","490","378","399","324","241","103"
"20240515","1120073","36263","111","15","7","1","11","459","689","915","1397","2144","2454","2570","2801","2829","2727","2531","2532","2270","2103","1847","1799","1862","1500","689"
"20240515","1121052","7495","17","2","3","2","19","131","208","260","426","537","551","598","609","623","521","508","479","448","374","330","377","197","175","100"
"20240515","1121054","2607","3","0","0","0","9","42","91","131","179","240","228","232","247","255","200","140","137","120","111","86","67","33","40","16"
"20240515","1121061","6716","152","28","17","24","48","95","141","193","295","386","447","403","486","482","456","359","379","421","347","405","343","316","323","170"
"20240515","1119067","2530","11","0","0","0","23","44","67","97","163","199","215","196","174","170","146","148","145","159","152","133","93","97","62","36"
"20240515","1119068","11496","18","0","0","0","30","444","341","474","778","887","938","864","869","804","780","696","664","635","522","510","394","416","294","138"
"20240515","1119070","4416","9","1","0","0","28","91","120","122","178","261","216","249","230","376","521","385","249","257","197","160","152","353","221","40"
"20240515","11230511"
"20240515","1101064","37972","77","18","13","4","28","244","400","524","631","823","889","1098","1401","1762","1964","2888","3642","3282","3174","3176","4659","3647","2606","1022"
"20240515","1101067","8508","156","107","94","96","241","446","273","266","297","416","432","542","564","668","559","483","457","470","389","367","326","335","304","220"
"20240515","1101073","14477","230","40","19","6","66","156","206","282","408","628","668","713","897","962","889","862","1063","1056","952","843","982","1054","869","626"
"20240515","1102055","63791","243","45","32","15","63","301","414","611","1259","2122","2830","3367","3827","4621","5123","5116","5470","5219","4979","4509","5219","3647","3299","1460"
"20240515","1124052","3612","0","6","1","4","5","103","107","175","188","255","323","270","274","257","247","311","204","213","153","125","85","112","76","118"
"20240515","1124057","6958","18","2","2","0","2","83","147","247","356","502","553","499","524","561","530","419","410","420","350","262","261","416","321","73"
"20240515","1124062","1325","11","0","0","0","2","16","36","45","62","122","113","107","114","82","85","73","79","96","57","48","55","42","55","25"
"20240515","1124066","21144","75","19","7","12","34","373","597","876","1184","1549","1693","1758","1656","1601","1512","1368","1343","1188","1087","830","789","761","573","259"
"20240515","1124078","19324","37","0","0","0","3","102","190","215","424","608","706","831","915","868","8404","1579","830","819","843","490","455","487","350","168"
"20240515","1124080","12738","168","15","14","20","40","98","172","218","378","442","502","639","732","836","867","874","1013","1003","993","868","928","922","658","338"
"20240515","1125066","41667","65","2","2","3","14","865","961","1397","2029","2532","2618","2592","3033","3045","3027","3251","3119","3009","2489","2174","2176","1653","1140","471"
"20240515","1125067","3450","12","2","0","0","13","53","107","129","184","202","228","217","233","245","249","212","221","245","206","214","149","173","110","46"
"20240515","1125073","7715","92","7","11","4","21","75","151","199","321","381","382","466","514","555","503","552","546","477","497","486","428","495","351","201"
"20240515","1102060","31181","75","19","14","11","35","202","241","314","625","1047","1418","1797","2182","2471","2454","2555","2791","2527","2286","1789","2027","1880","1584","837"
"20240515","1103066","3265","12","2","4","3","0","35","64","84","110","207","213","246","244","236","243","226","196","216","205","168","176","169","160","46"
"20240515","1103074","24705","180","32","19","15","77","261","351","381","580","867","1086","1174","1470","1662","1737","1799","1950","2719","1846","1564","1591","1362","1551","431"
"20240515","1111066","49373","139","16","18","17","53","677","1081","1361","2153","2841","2797","3053","3326","3309","3484","3456","3505","3456","3188","2791","3120","2504","1973","1055"
"20240515","1111069","16661","17","0","0","0","23","421","564","836","1240","1482","1390","1386","1406","1284","1078","906","954","840","787","623","510","405","373","136"
"20240515","1112058","25360","53","14","10","6","55","433","598","833","1184","1635","1658","1764","1943","1949","1943","1904","1888","1743","1451","1224","1122","952","711","287"
"20240515","1112067","12355","55","8","6","2","36","283","485","562","770","958","980","939","909","759","845","675","811","688","645","502","478","447","349","163"
"20240515","1113065","4182","35","2","2","1","2","46","74","82","131","244","262","307","326","308","298","279","277","277","268","244","219","215","170","113"
"20240515","1113068","14733","33","4","3","6","75","277","368","520","819","1121","1250","1304","1472","1345","1067","858","889","803","730","525","384","398","297","185"
"20240515","1113074","4907","34","8","13","6","10","57","89","104","152","291","275","322","379","339","330","315","373","338","297","269","260","281","263","102"
"20240515","1113075","64657","442","83","50","43","128","684","884","1062","1535","2262","2737","3522","4564","4514","4213","4318","4365","4735","4094","3844","4407","5229","4468","2474"
"20240515","1114068","5262","107","22","12","7","31","52","64","81","110","171","202","288","315","394","444","375","363","357","382","386","315","338","277","169"
"20240515","1101053","52854","137","30","12","3","41","285","401","682","1092","1524","1884","2714","3928","5075","5206","4941","4841","4437","3714","3430","3363","2850","1656","608"
"20240515","1101057","1285","66","2","0","0","2","20","15","27","47","83","70","76","85","127","100","80","39","94","66","40","80","80","60","26"
"20240515","1104058","3061","0","0","0","0","4","33","87","130","229","347","305","335","268","212","214","145","185","155","125","94","72","60","47","14"
"20240515","1104070","26604","46","3","7","5","19","619","852","1040","1604","2130","2009","1939","1924","1850","1782","1741","1772","1643","1836","1209","905","822","580","267"
"20240515","1105054","7375","106","16","15","4","34","122","172","185","302","435","431","486","536","616","515","516","448","486","480","342","332","358","262","176"
"20240515","1105055","3615","57","17","10","7","33","82","130","106","204","229","246","268","236","252","267","155","203","231","176","188","165","166","117","70"
"20240515","1105061","21232","44","2","0","5","41","337","503","670","1107","1327","1404","1849","2404","2537","1909","1323","1191","1012","836","735","577","892","348","179"
"20240515","1105065","5024","6","3","1","1","65","138","152","210","322","468","417","434","379","389","321","258","281","251","233","207","157","148","135","48"
"20240515","1106082","21640","130","19","16","15","83","429","508","673","1066","1364","1526","1764","1838","1809","1639","1386","1415","1376","1184","962","733","737","588","380"
"20240515","1106086","7709","33","3","3","8","51","200","257","330","485","600","557","613","492","547","491","418","446","404","438","392","323","293","204","121"
"20240515","1107062","17792","55","15","11","20","94","482","537","842","1172","1340","1315","1403","1412","1333","1198","1008","997","936","899","849","661","557","436","220"
"20240515","1107064","5409","47","5","1","1","21","39","110","131","247","295","329","371","380","373","369","324","355","335","351","364","282","295","225","159"
"20240515","1108084","13830","84","4","6","1","96","315","390","544","900","1076","1070","1110","1015","1035","805","829","748","775","733","713","579","424","353","225"
"20240515","1109065","16467","122","30","26","43","204","374","417","527","724","884","853","889","1012","1113","1025","1051","983","1013","1044","1008","966","895","769","495"
"20240515","1124067","12181","34","2","0","0","25","210","329","505","809","977","1099","996","1037","922","760","746","739","683","610","423","456","413","284","122"
"20240515","1125058","11970","3","0","1","0","14","385","427","612","1011","1234","1075","1069","956","945","704","701","644","540","485","386","321","249","147","61"
"20240515","1123073","2070","3","0","0","0","2","29","53","80","165","177","189","186","183","155","155","150","94","118","75","62","64","57","49","24"
"20240515","1124054","2223","25","0","2","2","9","24","41","64","90","146","141","172","161","179","171","198","132","120","115","125","87","83","90","46"
"20240515","1124055","7634","5","0","0","0","33","265","283","371","552","694","687","789","858","675","578","371","316","277","244","198","142","151","113","32"
"20240515","1125055","2261","10","4","0","3","9","22","31","81","100","149","186","168","154","177","179","128","149","146","121","153","83","96","80","32"
"20240515","1110054","3792","1","0","0","0","16","109","145","177","274","378","384","377","299","254","200","205","172","181","172","142","133","81","61","31"
"20240515","1110057","6396","6","6","4","11","35","139","210","329","511","528","637","570","545","532","456","305","336","327","245","214","209","129","79","33"
"20240515","1110060","5310","11","0","2","2","46","130","161","233","333","498","450","405","460","370","306","307","279","256","297","273","171","164","100","56"
"20240515","1110061","3812","8","0","0","0","4","94","111","231","288","316","311","333","315","298","228","200","219","163","192","175","148","85","58","35"
"20240515","1110062","8122","34","0","0","0","9","82","134","196","327","506","499","586","541","614","531","580","619","610","528","464","385","366","305","206"
"20240515","1110063","23107","46","10","0","1","28","491","614","912","1462","1796","1961","1853","1744","1648","1596","1466","1425","1361","1226","957","887","799","550","274"
"20240515","1121062","23804","7","7","2","7","15","316","613","760","1331","1881","1831","1914","2090","2071","1776","1588","1482","1399","1183","887","868","864","616","296"
"20240515","1121063","52613","101","22","14","13","51","685","1061","1413","2087","3001","3381","3330","3795","3852","3655","3876","3308","3431","2971","2870","3006","3195","2365","1130"
"20240515","1121064","56526","125","43","28","46","81","1358","1615","2120","3228","4210","3678","3637","3959","3886","3585","3401","3503","3447","3475","2642","2717","2458","2101","1183"
"20240515","1121065","1814","2","0","0","0","0","13","46","77","108","114","130","172","152","142","122","117","133","109","94","85","83","58","35","22"
"20240515","1121071","3766","5","0","0","10","36","113","119","186","271","370","341","342","415","293","216","169","198","205","172","101","74","64","42","24"
"20240515","1121073","20247","105","5","0","0","34","240","361","424","805","928","1259","1799","2060","2046","1444","1164","1207","1329","1214","851","747","799","880","546"
"20240515","1110052","6369","26","8","8","19","82","166","216","243","445","516","479","495","433","511","374","366","353","374","307","274","295","191","126","62"
"20240515","1110053","5360","21","10","5","31","94","117","135","187","306","356","350","282","352","382","331","371","317","320","305","282","250","260","195","101"
"20240515","1114071","6162","68","11","5","1","19","77","102","110","166","252","275","315","308","476","583","409","465","410","385","369","353","464","342","197"
"20240515","1114077","25566","91","19","16","17","24","358","511","635","1111","1577","1914","1819","1933","1867","1717","1592","1726","1687","1535","1323","1410","1304","939","441"
"20240515","1115060","3692","19","2","2","1","43","91","131","144","266","317","326","255","283","249","234","173","194","235","173","151","162","92","92","57"
"20240515","1115064","3869","10","0","0","0","18","72","75","80","169","222","280","274","290","300","269","221","286","282","231","166","181","193","193","57"
"20240515","1123059","14100","59","11","23","19","40","150","297","286","496","804","867","1040","1179","1041","1008","982","1016","992","896","780","711","656","545","202"
"20240515","1115072","17002","66","25","19","22","94","417","555","665","1012","1251","1117","1099","1139","1140","949","952","986","1065","973","842","817","790","689","318"
"20240515","1121068","20872","35","2","1","3","27","781","746","1050","1763","2113","1819","1700","1635","1599","1278","1018","1036","1091","784","675","567","545","436","168"
"20240515","1122053","36783","68","19","15","11","38","239","556","708","1200","1744","2131","2617","3016","2869","2541","2496","2735","3230","2339","2076","1987","1975","1599","574"
"20240515","1123067","17175","41","5","3","2","12","84","271","347","613","837","1098","1115","1228","1293","1224","1200","1282","1264","1108","921","1166","905","924","232"
"20240515","1119074","35799","273","75","66","55","120","430","502","554","894","1266","1565","1854","2276","2288","2428","2769","3030","2926","2703","2495","2576","2140","1709","805"
"20240515","1120063","6240","142","43","22","19","29","74","119","137","186","259","271","355","416","375","400","408","357","423","402","385","359","415","383","261"
"20240515","1120068","25848","39","4","1","1","15","521","719","992","1713","1985","1973","1937","2192","2050","1747","1556","1562","1428","1272","1057","1026","963","723","372"
"20240515","1121057","10932","106","19","11","10","31","162","197","231","395","472","517","666","728","808","737","692","715","760","747","670","714","673","526","345"
"20240515","1121058","13483","106","23","13","13","55","122","232","300","564","691","779","875","1098","1005","854","795","796","826","887","716","748","792","758","435"
"20240515","1121066","10078","19","2","11","10","8","266","341","446","714","843","874","872","913","860","668","502","538","566","461","297","298","241","223","105"
"20240515","1121072","18819","104","4","5","2","98","308","422","560","641","721","882","1072","932","940","1007","1132","1417","1414","1330","1335","1285","1403","1089","716"
"20240515","1122056","2099","20","1","0","0","5","35","43","44","41","79","97","146","200","147","251","214","243","164","121","66","52","51","58","21"
"20240515","1122058","6851","26","1","0","1","4","47","102","150","275","395","504","605","651","543","528","583","505","510","365","286","242","265","194","69"
"20240515","1122061","4497","12","0","0","0","4","40","93","129","196","281","332","369","383","358","315","328","279","316","250","211","211","184","139","67"
"20240515","1122062","11306","44","1","0","1","10","81","233","310","462","713","731","707","829","840","933","759","892","834","650","567","571","537","441","160"
"20240515","11170740"
"20240515","1101063","57888","120","35","26","25","120","959","628","671","1168","1779","2513","3471","4656","5912","6227","5563","5454","4703","3948","3057","2716","2219","1361","557"
"20240515","1102054","95921","437","91","61","45","101","785","886","1168","2488","3644","4792","6710","7719","7958","7562","8170","7925","7890","6153","5589","5680","4941","3480","1646"
"20240515","1102068","3079","22","14","3","5","18","37","72","101","120","170","241","210","214","207","209","225","179","198","200","125","165","139","134","71"
"20240515","1105053","51904","344","88","85","49","104","921","846","1006","1529","1960","2123","2261","2671","3017","3274","3550","3746","3708","3544","3602","3895","3772","3661","2148"
"20240515","1105058","3051","13","0","0","0","7","29","98","110","184","227","224","267","315","287","234","156","157","131","137","182","108","82","72","31"
"20240515","1105062","25657","16","0","0","0","2","174","441","556","1094","1806","2178","2183","2175","1798","1599","1497","1630","1716","1731","1610","1226","1222","774","229"
"20240515","1105066","4911","6","2","0","2","22","41","77","116","169","228","259","253","300","331","365","387","349","407","343","319","337","282","224","92"
"20240515","1107060","28635","147","35","14","15","98","588","715","878","1440","1632","1751","1919","1982","1988","1833","1943","1932","1972","1878","1805","1345","1225","1006","494"
"20240515","1107072","17825","45","6","3","4","38","397","627","868","1228","1492","1377","1367","1345","1220","1102","1001","1045","960","891","899","685","584","420","221"
"20240515","1109060","43623","189","53","19","19","86","777","1202","1761","2671","3238","2954","3151","3149","3237","2818","2566","2607","2441","2330","2295","1999","1809","1441","811"
"20240515","1110059","29579","93","6","4","2","19","660","1023","1420","2206","2627","2409","2271","2062","2015","1746","1641","1664","1658","1327","1247","1084","1055","873","467"
"20240515","1111056","15409","39","0","0","0","31","271","412","625","1335","1271","1207","1228","1310","1235","1057","915","926","869","687","497","516","442","336","200"
"20240515","1111076","10928","1","0","0","0","18","236","275","468","653","823","870","1019","1368","1505","906","571","539","484","392","308","211","142","96","43"
"20240515","1112051","20636","41","14","3","7","55","432","694","951","1550","1873","2056","1796","1728","1534","1293","1104","1105","999","828","737","617","554","448","217"
"20240515","1112068","5350","25","12","4","5","34","126","170","243","311","442","493","402","470","439","293","311","335","287","262","173","172","163","109","69"
