"STDR_DE","EMD_ID","CNT","CNT_00H","CNT_01H","CNT_02H","CNT_03H","CNT_04H","CNT_05H","CNT_06H","CNT_07H","CNT_08H","CNT_09H","CNT_10H","CNT_11H","CNT_12H","CNT_13H","CNT_14H","CNT_15H","CNT_16H","CNT_17H","CNT_18H","CNT_19H","CNT_20H","CNT_21H","CNT_22H","CNT_23H"
"20240515","11250770","166","0","0","0","0","0","6","4","10","11","18","16","11","17","7","14","4","11","11","4","6","8","3","4","1"
"20240515","1105056","4254","30","8","3","7","27","82","131","153","216","299","293","342","323","361","276","207","228","257","220","231","226","156","116","62"
"20240515","1105059","32812","82","15","14","12","48","696","789","936","1552","2088","2051","2101","2558","2495","2304","2038","2228","2081","1998","1639","1573","1575","1278","661"
"20240515","1105060","21107","22","0","0","0","23","352","600","821","1331","1729","1618","1627","1692","1442","1382","1568","1364","1148","1064","879","805","751","614","275"
"20240515","1105063","13943","16","2","1","4","4","157","317","436","573","818","1021","1047","1268","1200","943","883","941","1060","757","523","1140","438","286","108"
"20240515","1105064","4505","30","7","3","6","11","58","116","167","240","270","340","371","368","391","338","280","287","275","264","207","161","144","114","57"
"20240515","1116067","15589","35","18","17","6","13","283","432","654","911","1247","1300","1310","1329","1196","1061","950","1009","942","744","616","524","469","386","137"
"20240515","1116073","48117","83","18","8","25","158","1605","1775","2433","3651","4452","3954","3957","3885","3324","2831","2647","2673","2422","2059","1619","1522","1453","1098","465"
"20240515","1116074","19902","90","20","14","7","70","214","324","428","668","894","1061","1084","1327","1415","1504","1505","1436","1454","1496","1199","1226","1189","943","334"
"20240515","1117051","45085","217","14","9","14","152","1131","962","1227","1855","2630","2804","2836","2991","2980","3019","3192","3351","3251","2793","2460","2621","2063","1724","789"
"20240515","1117054","47002","69","7","2","15","122","1889","1489","1916","2978","3442","3171","3084","3179","2990","2917","2719","2956","3097","2582","2275","2023","1916","1465","699"
"20240515","1117055","4879","5","1","0","1","48","129","135","131","187","315","281","277","351","333","340","336","287","308","277","272","270","310","193","92"
"20240515","1117061","7632","16","4","8","7","34","140","208","232","419","548","559","575","639","580","579","477","510","406","423","331","318","289","216","114"
"20240515","1106071","4628","43","17","4","5","22","29","56","126","183","190","246","326","366","342","343","348","325","326","276","256","250","263","232","54"
"20240515","1106072","19605","33","10","7","3","45","291","430","604","1077","1273","1281","1480","1604","1427","1417","1387","1348","1275","1060","952","784","760","704","353"
"20240515","1106080","10763","64","18","9","18","63","172","248","348","543","706","702","707","779","803","684","684","800","641","718","561","514","463","337","181"
"20240515","1106081","50986","254","66","39","43","124","999","1088","1374","2088","2710","3241","3988","4671","4774","4203","3629","3665","3233","2921","2489","1854","1645","1211","677"
"20240515","1106083","43515","150","41","6","11","89","696","820","1089","1842","2368","2867","3139","3511","3554","3275","3100","3519","2959","2792","2173","2234","1571","991","718"
"20240515","1106084","6312","25","3","4","6","21","134","221","287","414","531","499","502","543","502","377","349","359","324","327","283","212","180","159","50"
"20240515","1106087","13076","49","10","0","5","34","217","447","474","670","752","703","773","829","796","768","755","883","924","950","884","706","637","532","278"
"20240515","1117062","6388","20","0","0","6","58","133","215","276","439","526","606","507","516","474","387","382","393","357","316","229","220","152","140","36"
"20240515","1117064","7608","36","4","6","7","55","144","247","278","350","469","459","444","467","478","485","442","524","471","493","426","424","439","279","181"
"20240515","1117065","2695","2","0","0","0","16","53","97","165","191","245","211","255","256","230","183","139","125","108","141","104","71","37","49","17"
"20240515","1117067","9031","18","7","9","14","51","237","243","426","588","804","818","710","764","644","510","520","500","482","426","358","320","266","207","109"
"20240515","1117069","14891","28","3","5","14","49","374","444","693","972","1248","1203","1252","1342","1035","943","818","771","762","702","555","429","451","540","258"
"20240515","1117071","16070","96","4","1","4","187","560","520","665","961","1157","1148","1104","1091","1094","1021","1015","979","1073","896","641","613","546","465","229"
"20240515","1117072","21183","35","7","13","18","99","482","731","909","1288","1674","1603","1669","1537","1465","1379","1300","1284","1290","1083","932","786","775","566","258"
"20240515","1118051","31842","64","10","5","12","121","686","753","820","1276","1562","1507","1864","1960","2084","2176","2567","2633","2829","2261","1871","1709","1696","937","439"
"20240515","1102069","21854","87","31","31","35","94","920","537","562","796","1025","1068","1071","1292","1370","1437","1405","1702","1684","1293","1220","1145","1532","1067","450"
"20240515","1102071","14308","24","6","3","2","11","255","380","440","801","1061","1103","1077","1073","1048","977","920","854","865","837","649","666","637","435","184"
"20240515","1104054","7522","12","0","0","0","17","141","208","310","445","612","604","552","550","575","467","407","441","431","375","483","363","274","181","74"
"20240515","1104056","32825","176","25","24","13","42","413","470","637","972","1261","1484","1772","2043","2280","2385","2367","2431","2382","2163","2183","2191","2281","1909","921"
"20240515","1104068","30959","131","12","11","8","28","209","319","358","530","695","750","860","1234","1775","2402","2643","3113","3273","2935","2699","2878","2359","1276","461"
"20240515","1106088","10352","33","3","3","5","29","209","383","429","637","782","768","741","740","798","665","534","659","588","539","576","432","381","292","126"
"20240515","1106091","5256","24","0","0","0","14","102","160","203","322","382","419","426","427","409","298","278","336","319","309","230","235","159","125","79"
"20240515","1107052","5045","24","8","10","17","53","137","190","262","409","371","452","362","333","359","294","284","262","264","277","268","150","132","87","40"
"20240515","1107055","3271","20","17","8","7","33","64","94","170","244","244","269","241","206","226","215","194","175","210","163","198","102","85","57","29"
"20240515","1107057","4427","18","2","0","0","31","101","136","142","227","287","300","314","298","255","288","263","273","266","303","288","253","194","140","48"
"20240515","1107059","4335","7","1","0","0","19","152","143","235","306","387","390","418","431","314","250","233","209","206","182","177","105","76","58","36"
"20240515","1107061","2558","31","6","3","5","20","33","66","94","166","198","206","174","212","172","181","142","144","153","148","121","86","91","63","43"
"20240515","1107065","10114","12","9","11","15","42","256","316","410","697","826","754","834","922","812","683","672","533","538","496","456","308","267","168","77"
"20240515","1118052","15049","19","0","0","0","60","295","381","609","886","1112","1158","1078","1098","1107","1002","941","959","1094","849","684","628","524","382","183"
"20240515","1118053","6669","16","8","6","3","103","227","228","307","431","515","481","530","477","484","435","356","345","433","334","289","239","207","141","74"
"20240515","1118055","7868","33","6","5","8","132","288","232","301","463","535","536","564","543","552","486","398","454","571","489","370","289","292","234","87"
"20240515","1118057","16202","43","4","4","8","50","339","429","670","1003","1184","1278","1221","1084","1185","1085","951","960","949","911","769","695","670","477","233"
"20240515","1118059","2251","2","0","0","9","29","55","94","106","156","189","179","174","150","204","143","154","121","124","99","69","74","59","44","17"
"20240515","1118060","5147","3","0","0","0","114","259","192","316","395","454","448","432","401","393","334","247","239","240","218","171","113","99","57","22"
"20240515","1118061","8081","8","0","1","4","107","242","235","344","572","645","684","679","720","588","505","490","417","433","348","325","266","221","183","64"
"20240515","1106089","9878","47","9","11","5","48","156","192","301","463","583","653","724","804","754","741","684","860","608","594","389","382","362","316","192"
"20240515","1106090","6354","6","0","2","1","45","170","214","337","535","572","621","530","547","464","369","306","387","304","261","225","178","135","99","46"
"20240515","1108061","12193","51","6","5","7","32","193","265","420","747","797","954","1092","1176","1059","866","681","688","660","584","551","441","381","352","185"
"20240515","1108062","8544","34","1","0","0","29","138","230","315","502","656","759","726","741","757","588","473","521","426","385","380","291","279","212","101"
"20240515","1108065","13949","11","2","0","1","80","250","356","501","776","976","1036","1218","1318","1254","965","788","862","911","659","541","449","469","369","157"
"20240515","1108066","24482","87","8","8","8","61","445","707","923","1548","2116","2161","1916","2056","1977","1489","1550","1429","1470","1327","856","771","654","618","297"
"20240515","1109063","13698","26","9","5","29","143","338","387","470","793","929","963","1499","1726","1629","988","720","671","531","496","531","311","259","155","90"
"20240515","1109070","18289","37","12","1","13","66","451","539","779","1144","1310","1326","1456","1412","1445","1222","1060","1162","1005","911","875","812","556","483","212"
"20240515","1106073","8421","66","15","12","8","48","167","214","278","513","570","605","685","591","666","551","568","458","499","429","395","345","292","280","166"
"20240515","1107068","3252","7","2","0","0","36","118","143","206","236","268","229","213","249","239","181","165","169","154","178","215","113","67","51","13"
"20240515","1107069","14486","23","4","5","26","86","349","461","796","1108","1267","1294","1280","1171","1058","926","752","839","734","624","539","396","340","300","108"
"20240515","1107070","6324","41","2","0","0","29","101","142","173","339","389","352","387","420","497","426","387","406","420","381","386","323","361","247","115"
"20240515","1107073","13990","54","19","13","8","89","277","369","484","810","846","964","1137","1211","1144","937","852","826","863","765","805","531","478","358","150"
"20240515","1108058","9456","44","5","3","3","49","168","222","284","498","641","651","637","678","653","570","506","572","594","559","449","443","431","512","284"
"20240515","1108059","4181","5","0","1","1","9","66","98","157","275","348","387","444","463","363","285","247","254","240","213","117","77","71","43","17"
"20240515","1108060","14785","69","8","4","1","32","215","237","302","395","546","699","922","1235","1172","1053","1061","972","1076","1083","814","826","771","733","559"
"20240515","1108063","8195","15","6","2","1","40","180","245","266","538","612","831","853","829","753","528","410","422","400","297","299","225","183","155","105"
"20240515","1108064","5849","50","8","4","1","17","68","136","121","232","302","336","454","594","648","436","392","390","338","355","230","204","184","184","165"
"20240515","1119055","17238","45","8","6","7","26","227","352","389","705","949","1034","1178","1290","1219","1305","1219","1224","1212","1103","967","906","898","665","304"
"20240515","1119056","31839","92","18","8","10","26","472","745","878","1306","1931","2104","2362","2537","2362","2258","2172","2148","2069","1783","1520","1611","1558","1250","619"
"20240515","1119061","6829","20","3","3","0","16","126","175","236","339","438","485","583","553","531","428","466","534","436","360","289","277","308","147","76"
"20240515","1119066","2765","1","0","0","0","38","141","112","136","230","269","216","211","226","226","180","149","139","135","88","99","60","56","38","15"
"20240515","1119069","8993","15","3","0","1","13","192","279","372","618","773","811","700","720","675","553","542","474","527","376","345","278","332","279","115"
"20240515","1119071","3513","17","0","0","1","32","87","77","98","158","183","196","215","228","220","194","209","271","279","236","213","194","190","156","59"
"20240515","1112056","12137","43","19","8","8","43","243","324","460","730","873","889","876","993","937","757","806","675","696","531","586","507","533","383","217"
"20240515","1112065","17374","46","3","6","8","50","425","548","844","1305","1576","1516","1440","1304","1234","1014","1017","1014","940","816","695","518","520","363","172"
"20240515","1112066","11441","10","0","0","0","28","383","432","586","875","1136","1049","980","931","873","679","624","628","560","484","393","296","256","161","77"
"20240515","1114073","20279","23","8","2","1","29","296","407","616","1097","1374","1565","1652","1631","1708","1556","1469","1414","1295","1094","841","814","618","535","234"
"20240515","1114076","18497","21","0","0","0","19","476","439","459","572","971","939","1064","1167","1218","1143","1158","1385","1319","1077","986","1174","1188","1081","641"
"20240515","1116070","10847","35","3","9","1","49","214","321","397","599","716","768","757","847","864","681","849","1098","566","493","395","439","402","242","102"
"20240515","1116072","6479","1","0","0","0","26","149","196","231","365","507","612","702","770","744","504","363","335","258","244","170","135","72","76","19"
"20240515","1116069","11526","14","10","6","4","76","281","351","416","694","873","796","896","838","791","766","708","780","674","596","512","493","449","355","147"
"20240515","1108068","8286","40","13","6","5","53","119","173","188","300","439","470","508","506","589","651","538","634","626","770","466","594","270","250","78"
"20240515","1108071","7486","38","5","0","0","18","132","181","271","439","480","487","596","536","566","539","419","435","473","413","443","380","304","239","92"
"20240515","1108072","15911","26","5","0","1","26","391","484","670","1097","1321","1217","1234","1320","1113","1055","889","851","902","898","815","572","495","314","215"
"20240515","1108076","6236","7","1","0","1","61","175","235","337","526","538","528","528","486","490","379","281","285","321","277","334","181","140","95","30"
"20240515","1108077","10399","32","1","4","8","30","237","339","481","762","794","872","787","738","709","651","584","584","596","508","607","338","357","253","127"
"20240515","1108078","4168","22","0","2","0","41","85","112","187","289","308","337","325","296","280","273","239","267","265","201","214","139","131","99","56"
"20240515","1108081","15914","34","2","3","1","45","151","279","407","758","1018","1103","1400","1583","1617","1474","1138","1035","855","730","597","611","527","359","187"
"20240515","1108082","50210","285","24","8","11","47","514","859","1161","1873","2665","3034","3384","4293","4821","4069","3625","3332","3198","2807","2354","2470","2356","2059","961"
"20240515","1108083","14845","280","72","29","27","77","157","203","244","432","582","826","771","935","1050","968","922","836","1058","929","929","1005","898","984","631"
"20240515","1108085","21128","84","12","14","15","133","518","678","995","1482","1612","1659","1672","1503","1467","1267","1180","1144","1097","977","1011","897","776","616","319"
"20240515","1119075","3235","7","0","0","0","4","27","98","139","256","269","277","301","258","225","209","211","182","192","147","124","117","96","76","20"
"20240515","1119076","16309","35","7","7","4","30","169","324","422","583","873","918","931","1129","1091","1094","1078","1146","1144","1035","979","1073","1116","760","361"
"20240515","1120052","9411","63","43","20","18","41","129","227","239","355","445","534","557","545","611","574","607","619","677","635","503","566","625","514","264"
"20240515","1120054","12922","21","5","5","4","25","318","378","487","752","1067","1011","1063","1026","990","754","798","893","781","585","531","481","464","329","154"
"20240515","1120055","7021","12","3","3","3","32","107","161","243","358","578","553","723","641","586","518","400","364","337","371","291","269","226","181","61"
"20240515","1120056","4761","6","0","0","0","9","91","178","229","347","493","435","442","465","365","290","265","279","228","189","157","111","94","67","21"
"20240515","1120065","4069","18","1","1","2","7","50","109","141","204","312","327","353","304","305","261","235","257","286","233","175","155","164","110","59"
"20240515","1120066","7680","4","0","0","4","1","152","245","344","545","778","770","671","633","610","504","421","410","403","357","241","226","181","125","55"
"20240515","1120067","2470","0","3","1","4","4","24","60","79","149","239","195","263","245","209","201","159","152","128","113","88","59","38","30","27"
